name,genres
Abdullah Yüce,[]
"Shambukaw player from Gura Valley, Eritrea",[]
Gerda & Ulrik Neumann,[]
Male and female Hebrew singers,[]
Rich Amerson and Earthy Anne Coleman,[]
Pia Tassinari,['italian mezzo-soprano']
Mario Frosini,[]
John Frost,[]
Mel Brandt,[]
Stan Freberg & Daws Butler,[]
"Male soloist, female chorus, 'ud and durbakki players",[]
Ellen McCown,[]
John Powell,[]
Jany Frederique,[]
Gustav Scheck,[]
Walter Blaufuss,[]
Earthy Anne Coleman,[]
Ildebrando Santafe,[]
Barbara Ashley,[]
Veneise Macelise,['haitian traditional']
Gunthild Weber,[]
Snow Monkeys,[]
Owen Bradley,['nashville sound']
Deepan Chakravarthy,[]
John Frandsen,['danish contemporary classical']
Palle Huld,[]
Shyam Lal,[]
Leipziger Universitätschor,[]
Rosie Hibler,[]
E.D. Tuckey,[]
"Michael Tilson Thomas, New York Philharmonic, Leonard Bernstein",[]
Marcia Van Dyke,[]
Triganuca Nemciu,[]
James Moody and His Band,[]
Joe Bushkin & Trio,[]
Fernando Lamas,['vintage hollywood']
K. Rani,[]
Gino Sinimberghi,['italian tenor']
Shailendra,[]
Emile Prud'homme Et Son Orchestre,['bal-musette']
Xaver Waibl,[]
Sein Party,['burmese traditional']
Agigat Rzaeva,['azeri traditional']
Nono Morales,[]
Peter Kitter,[]
P. B. Rangachari,[]
Amalia Pini,[]
Império Pedreirense,[]
"Lou Wills, Jr.",[]
Andrew Rowan Summers,"['historically informed performance', 'mountain dulcimer']"
Jose Melis,['space age pop']
Rich Amerson,[]
V Tatian,[]
Kumari Juthika Ray and orchestra,[]
Joe Calvan,[]
Original Broadway Cast of Out of This World,[]
Elizabeth Doubleday,[]
Adele Leigh,[]
Harrison Muller,[]
Karl Steins,[]
Pyotr Bondarenko,[]
Ana Maria Feuss,[]
Nell Rankin,['classical mezzo-soprano']
Gour Goswami Souren Pal,[]
Parshuram,[]
Ugo Tansini,[]
Male Abakwa chorus and drummers from Guanabacoa,[]
Carol Cole,[]
Harland Dixon,[]
Hermann Töttcher,[]
Wiener Hofmusikkapelle,['austrian orchestra']
David Velasquez,[]
Isaac Indart,[]
Armando La Rosa Parodi,[]
Kalpana Sarkar,[]
Don Rendell Sextet,[]
Motiram,[]
Antonio Massaria,[]
The Wild One,[]
Lilly's Chapel School (Ala.),[]
Sigurd Björling/Festspiel-Orchester Bayreuth /Herbert von Karajan,[]
Jean Fournier,[]
Bud Powell's Modernists,[]
Safra Bion Racu,[]
Maria Stenz,[]
Female singer,[]
Erika Winkler,[]
Annette Warren,[]
Hans Breitschöpf,[]
Hugo von Hofmannsthal,['german literature']
The Crawlin' Hex,[]
Willie Rurner,[]
Seventeen Ensemble,[]
B.G. DeSylva,[]
Wiener Akademie Kammerchor,"['austrian choir', 'chamber choir']"
Ulla Sallert,[]
Aldo Bertocci,[]
Knud Heglund,[]
Lina Pagliughi,['italian soprano']
Roberto Benaglio,[]
San Toke,['burmese traditional']
Devendra Kumar,[]
Male soloist and chorus,[]
Aage Braarud,[]
Kirstin Meyer,[]
Dean Campbell,[]
Male singer with begenna,[]
Thorsteirin E. Thyodvisa,['icelandic traditional']
Maçkalı Hasan Tunç,['karadeniz halk muzigi']
Concertgebouworkest Amsterdam,[]
Frank Albertson,[]
Lulu Ziegler,[]
Otto Herz,[]
Hyde Brothers,[]
The Dundees,[]
Jaidev,[]
Isabelle Nef,[]
Lily Broberg /Hans Kurt,[]
Neelima,[]
Marilyn Ross,[]
Astrid Varnay/Sigurd Björling/Brünnhilde Friedland/Lieselotte Thomamüller/Elfriede Wild/Ruth Siewert/Eleanor Lausch/Hertha Töpper/Ira Malaniuk/Hanna Ludwig/Festspiel-Orchester Bayreuth /Herbert von Karajan,[]
Banashree,[]
Manju Dey,[]
The Horns,[]
Rukhsana,[]
Male singers with tcherawata,[]
Jane Parayre,[]
Maria Jung,[]
David Randolph,[]
Charity Bailey,[]
Astrid Varnay/Sigurd Björling/Festspiel-Orchester Bayreuth /Herbert von Karajan,[]
N .T. Rama Rao,[]
Alexander Schneider Quintet,[]
M.B.Sreenivasan,[]
Jean Trolez,[]
Mixed singers from Vendée,[]
Priscilla Gillette,[]
Edgar Derosier,['haitian traditional']
Clyde S. Turner,[]
Lehman Engel and His Orchestra,[]
LaFrance Belvue,['haitian traditional']
Bosco Guimarães,[]
Ishoo,[]
Hasrat Jaipuri,[]
Janet Parker,[]
Afro Poli,['italian baritone']
Khalima Nasyrova,['uzbek traditional']
James Moody and His Cool Cats,[]
Pierre Panis,[]
Bob Bakanic,[]
"Male Lucumi chorus, drummers",[]
Chœur d'hommes et Orchestre philharmonique d'Oslo,[]
Eleanor Houston,[]
Evelyn Cuthill,[]
Emanuel Menkes,[]
"P.Malberg, P.Reichardt",[]
Orchestre du concertgebouw d'Amsterdam,[]
Jackson Gregory,[]
"H.Kurt, G. Steenberg",[]
John McCarhy,[]
Edith Laux,[]
Orchestre de Chambre de la Radio Bavaroise,[]
Orchestre Symphonique d'Etat d'URSS,[]
Johanna Martz,[]
Louis Cahugac,[]
Sviatoslav Knouchevitski,[]
Roy Ross Orchestra,[]
Pierino Gamba,[]
Orchestra del Teatro della Scala Milano,[]
"Raquel Rastenni, Gustav Winckler",[]
Nikolaj Malko,[]
National Theatre Orchestra Prague,[]
Alexandre Golovanov,[]
Grand Orchestre symphonique de la Radio de l’Union,[]
His Latin Rhythm Orchestra,[]
Rydderch Davies,[]
The Stuart Chamber Orchestra of London,[]
Chet Baker,"['adult standards', 'bebop', 'cool jazz', 'jazz', 'jazz trumpet', 'vocal jazz']"
Oscar Peterson,"['adult standards', 'bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'jazz', 'jazz piano', 'stride', 'swing', 'vocal jazz']"
June Carter Cash,[]
Jimmy Durante,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']"
London Mozart Players,"['british orchestra', 'chamber orchestra', 'classical performance']"
Peter Cornelius,['german romanticism']
Bernard Haitink,"['classical performance', 'orchestral performance']"
Jackie Gleason,"['adult standards', 'easy listening', 'exotica', 'lounge']"
Sviatoslav Richter,"['classical', 'classical performance', 'classical piano', 'russian classical piano']"
Münchener Bach-Orchester,"['barockinterpreten', 'baroque ensemble', 'classical organ']"
Naaz,['dutch pop']
Leroy Anderson,"['american modern classical', 'easy listening', 'space age pop']"
Claudio Monteverdi,"['baroque', 'classical', 'early music', 'italian baroque', 'italian renaissance', 'madrigal', 'renaissance']"
Tito Rodriguez,"['bolero', 'charanga', 'latin jazz', 'mambo', 'salsa', 'salsa international', 'salsa puertorriquena', 'tropical']"
Odetta,"['american folk revival', 'blues', 'folk', 'spirituals', 'traditional blues', 'traditional folk']"
Debbie Reynolds,['vintage hollywood']
Aldo Ciccolini,"['classical piano', 'italian classical piano']"
Osmo Vänskä,['orchestral performance']
Gordon Jenkins & His Orchestra,[]
Peter Maag,['orchestral performance']
Srinivas,"['deep indian pop', 'filmi', 'tamil pop']"
Jean-Baptiste Lully,"['baroque', 'classical', 'early music', 'french baroque', 'french opera']"
George Beverly Shea,['country gospel']
Franz Xaver Gruber,[]
Edith Mathis,"['classical performance', 'classical soprano', 'opera']"
Abdel Halim Hafez,['classic arab pop']
Giuseppe Di Stefano,"['canzone napoletana', 'classical tenor', 'italian tenor', 'opera']"
Michael Praetorius,"['classical', 'early music', 'german renaissance', 'renaissance']"
Chor der Bayerischen Staatsoper München,[]
Curly Russell,[]
Eugen Jochum,['orchestral performance']
Gerald Moore,['art song']
Bebo Valdés,"['cha-cha-cha', 'jazz cubano', 'latin jazz', 'musica tradicional cubana']"
Wolfgang Sawallisch,['orchestral performance']
The Choir Of Westminster Abbey,"['british choir', 'choral']"
Gerry Mulligan Quartet,"['bebop', 'cool jazz', 'hard bop', 'jazz', 'jazz quartet']"
Donald O' Connor,[]
Donald O'Connor,['vintage hollywood']
Anthony Newley,"['classic uk pop', 'merseybeat']"
Amália Rodrigues,['fado']
Los Montaneses Del Alamo,[]
Giulio Caccini,"['classical', 'early music']"
Ali Akbar Khan,"['dhrupad', 'hindustani classical', 'hindustani instrumental', 'indian classical', 'sarod', 'world fusion']"
Ferdinand Leitner,[]
John Francis Wade,[]
Martti Talvela,['classical bass']
Jaroslav Krcek,['czech contemporary classical']
Jean Ritchie,"['american folk revival', 'appalachian folk', 'kentucky mountain folk', 'mountain dulcimer', 'old-time', 'string folk', 'traditional folk']"
Yevgeny Svetlanov,['orchestral performance']
Quartetto Italiano,"['classical performance', ""quartetto d'archi"", 'string quartet']"
Francesco Molinari-Pradelli,['opera']
Jean Fournet,[]
Sophia Loren,['vintage hollywood']
Maurice Duruflé,['classical']
Kurt Adler,[]
Jean Martinon,['orchestral performance']
Karl Engel,['swiss classical piano']
Kamal Haasan,"['deep indian pop', 'filmi', 'tamil pop']"
Aurèle Nicolet,['classical flute']
Flanagan & Allen,['music hall']
Robert Shaw Chorale,['american choir']
John Corigliano,"['american contemporary classical', 'contemporary classical']"
Sir Edward Downes,['opera']
Orchestre des Concerts Lamoureux,['french orchestra']
Oscar Peterson Quartet,['jazz quartet']
Ray Anthony,"['big band', 'easy listening', 'exotica', 'lounge', 'swing']"
French National Radio Orchestra,['radio symphony']
Spike Jones & His City Slickers,[]
Johnny Smith,['jazz guitar']
Serge Reggiani,"['chanson', 'french pop']"
Julius Katchen,"['american classical piano', 'classical piano']"
Birgit Nilsson,"['classical performance', 'classical soprano', 'opera']"
Graziella Sciutti,"['classical soprano', 'italian soprano']"
Tommy Steele,"['classic uk pop', 'merseybeat', 'rock-and-roll']"
Bhimsen Joshi,"['filmi', 'ghazal', 'hindustani classical', 'hindustani vocal', 'indian classical', 'marathi traditional', 'sufi']"
Igor Markevitch,"['historic orchestral performance', 'orchestral performance', 'russian modern classical']"
The Carter Sisters,[]
The Playmates,['novelty']
The Dixie Hummingbirds,"['gospel singers', 'vocal harmony group']"
Ruggiero Ricci,['violin']
Münchener Bach-Chor,['german choir']
Jack Albertson,[]
David Popper,"['cello', 'czech classical', 'post-romantic era']"
Witold Lutosławski,"['avant-garde', 'classical', 'contemporary classical', 'early modern classical', 'polish contemporary classical']"
Enrique Jorda,[]
François-Adrien Boieldieu,"['early romantic era', 'french romanticism']"
Reginald Jacques,[]
Josef Suk,['violin']
Robert Lucas Pearsall,['victorian britain']
Wolfgang Schneiderhan,['violin']
Joe Venuti,"['jazz violin', 'vintage jazz']"
Peter Serkin,"['american classical piano', 'classical piano']"
Hugo Winterhalter & His Orchestra,['easy listening']
Wilbur De Paris,"['dixieland', 'jazz trombone', 'new orleans jazz', 'ragtime', 'stride']"
Dutch Swing College Band,"['big band', 'dixieland', 'new orleans jazz', 'swing']"
Selim Palmgren,"['finnish classical', 'impressionism']"
Langston Hughes,"['american modern classical', 'poetry']"
Louis de Froment,[]
Mel Blanc,[]
Paul Schoeffler,[]
Gary Miller,[]
John Goss,"['anglican liturgy', 'victorian britain']"
Paul Sacher,[]
Gian Carlo Menotti,['american modern classical']
Pee Wee King & His Golden West Cowboys,['western swing']
Henry Walford Davies,[]
Yvette Horner,"['accordeon', 'accordion', 'bal-musette']"
Dmitry Bortniansky,['ukrainian classical']
Coleman Hawkins Quintet,[]
Gordon Jenkins And Orchestra,[]
Arthur Bliss,"['british modern classical', 'early modern classical']"
Richard Ellsasser,[]
Bayreuth Festival Chorus,[]
Edmundo Ros & His Orchestra,"['ballroom', 'easy listening']"
Trudy Erwin,[]
Wolfgang Windgassen,"['classical tenor', 'opera']"
Thurston Dart,['harpsichord']
Carlo Badioli,[]
Herman Krebbers,[]
Luigi Alva,"['classical tenor', 'opera']"
Andrea Falconieri,['italian baroque']
Nikolai Myaskovsky,"['early modern classical', 'russian romanticism']"
George London,"['classical bass', 'opera']"
Unico Wilhelm van Wassenaer,['baroque']
Noro Morales,"['latin jazz', 'mambo']"
Enoch Light,"['easy listening', 'exotica', 'lounge']"
André Navarra,['classical cello']
Angela Maria,['velha guarda']
The Angelic Gospel Singers,['gospel singers']
Juha Kangas,[]
Ostrobothnian Chamber Orchestra,"['chamber orchestra', 'nordic orchestra']"
Kishori Amonkar,"['ghazal', 'hindustani classical', 'hindustani vocal', 'indian classical']"
Léo Marjane,['vintage chanson']
Gabriel Pierné,"['french romanticism', 'impressionism', 'neoclassicism', 'post-romantic era']"
Edda Moser,['classical soprano']
Sonny Burke & His Orchestra,[]
Andy Stewart,['traditional scottish folk']
Ferdinand Hérold,"['early romantic era', 'french opera', 'french romanticism']"
The Philharmonia Chorus,[]
Henry Hall & The BBC Dance Orchestra,['british dance band']
Cincinnati Symphony Orchestra,['american orchestra']
Alain Romans,[]
Winifred Atwell,"['boogie-woogie', 'honky-tonk piano', 'ragtime']"
Andor Foldes,['hungarian classical piano']
Alan Mills,[]
Sathyan,['deep indian pop']
Leopold Ludwig,[]
Peter Sellers,"['british comedy', 'comic', 'music hall']"
Edith Adams,[]
michael holliday,"['deep adult standards', 'merseybeat', 'rock-and-roll']"
Jimmie Thompson,[]
Marcel Dupré,"['classical organ', 'early modern classical']"
Gérard Souzay,"['art song', 'classical baritone']"
Robert Farnon And His Orchestra,[]
Antonio Cesti,"['baroque', 'italian baroque', 'italian opera']"
Regina Resnik,['classical mezzo-soprano']
Anthony Collins,['minimal tech house']
Orchestre de l'Association des Concerts Lamoureux,['french orchestra']
Fedora Barbieri,"['classical mezzo-soprano', 'italian mezzo-soprano', 'opera']"
Robert Veyron-Lacroix,['harpsichord']
Albert Ketèlbey,['post-romantic era']
Zara Nelsova,"['cello', 'classical cello', 'historic classical performance']"
Jorma Hynninen,['classical baritone']
Mother Maybelle,['traditional country']
Eddie Warner,"['library music', 'spytrack', 'vintage french electronic']"
Vivek,[]
Musica Bohemica,[]
Flanders & Swann,['british comedy']
Jane Wyman,[]
Topol,[]
Dick Stabile,[]
Buster Davis,[]
Choeur de la Radio Suisse Romande,[]
Anny Felbermayer,[]
Italo Tajo,['italian bass']
Hertha Töpper,['classical contralto']
Vesa-Matti Loiri,"['classic finnish pop', 'classic finnish rock', 'finnish pop', 'iskelma', 'suomi rock']"
Germaine Vaucher-Clerc,[]
Elisabeth Grümmer,['classical soprano']
Leopold Simoneau,['classical tenor']
Otto Ackermann,['historic orchestral performance']
Frank Martin,[]
Ira Malaniuk,['classical mezzo-soprano']
Soile Isokoski,['classical soprano']
The Avons,[]
Bowen y Villafuerte,"['classic colombian pop', 'musica popular colombiana']"
Mario Carlin,['italian tenor']
Otto Luening,"['acousmatic', 'avant-garde', 'electroacoustic composition', 'musique concrete']"
Tapiola Choir,['finnish choir']
Ruth Siewert,[]
Renata Tarragó,[]
Nanda,['glitch hop']
Andy M. Stewart,"['celtic', 'irish folk']"
Benno Kusche,[]
Leonie Rysanek,"['classical soprano', 'opera']"
Cesare Valletti,"['classical tenor', 'italian tenor']"
Bernard Cribbins,"['british comedy', 'music hall']"
Betty Johnson,"['cabaret', 'deep adult standards']"
Orchester der Bayerischen Staatsoper München,['opera']
Fats Waller and His Orchestra,[]
The Harvard Krokodiloes,[]
Leevi Madetoja,"['early modern classical', 'finnish classical']"
Jerry Gray,[]
Giorgio Giorgetti,[]
Basil Cameron,['historic orchestral performance']
Pee Wee King,"['cowboy western', 'western swing']"
Bambini Di Praga,"['classic czech pop', 'detske pisnicky']"
Heino Kaski,['finnish classical']
Subir Sen,['bangla']
Alexander Brailowsky,"['historic piano performance', 'ukrainian classical piano']"
YL Male Voice Choir,"['finnish choir', 'university choir']"
Erik Werba,['art song']
Ragi,[]
Aldo Protti,"['classical baritone', 'italian baritone']"
Original Broadway Cast of 'Pal Joey',[]
Max Lorenz,['classical tenor']
William Pleeth,[]
Stuttgart Kammerorchester,[]
Kühnův dětský sbor,['detske pisnicky']
Donald O´Connor,[]
Jacques Orchestra,[]
André Messager,"['french opera', 'operetta']"
Walter Monachesi,[]
Art Tatum Trio,[]
Armas Maasalo,['finnish classical']
Paul Fenoulhet,['library music']
Martha Mödl,['classical soprano']
Ethel Smith,"['lounge', 'space age pop']"
Lina Margy,['vintage chanson']
Andre Kostelanetz Orchestra,[]
Большой симфонический оркестр Всесоюзного радио и Центрального телевидения,[]
Charlie Drake,"['british comedy', 'music hall']"
Louis James Alfred Lefébure-Wély,"['classical organ', 'french romanticism']"
Charlie Kunz,['british dance band']
Государственный академический симфонический оркестр СССР,[]
Jimmy,[]
Vladimir Ussachevsky,"['acousmatic', 'avant-garde', 'contemporary classical', 'electroacoustic composition', 'free improvisation', 'laboratorio', 'microtonal', 'musique concrete', 'theremin']"
Zimbler Sinfonietta,[]
Marjan Rus,[]
Orchestra Of The Royal Opera House,[]
Grace Hoffman,[]
Raffaele Arie,[]
Bohumil Kulínský,[]
Maud Cunitz,[]
Stanford Robinson,[]
Gianni Poggi,['italian tenor']
Ramon Vinay,['classical tenor']
Elder Barber,['cancion melodica']
Joseph Peyron,[]
Erika Köth,['classical soprano']
Stephen Adams,['victorian britain']
Josef Traxel,[]
Orchestre de l'Opéra-Comique,[]
Wal Berg Orchestra,[]
Gaetano Braga,['cello']
Noro Morales Y Su Orquesta,[]
Reginald King,[]
Palacio de Bellas Artes Chorus,[]
Mark White,[]
Jimmy Young,['deep adult standards']
Matti Hyokki,[]
Jane Froman,"['torch song', 'vintage hollywood']"
Hermes Nye,['american folk revival']
Salim Halali,"['algerian folk', 'rai']"
Rolf Reinhardt,[]
Miriam Karlin,[]
Valentina Kamenikova,['czech classical piano']
Harry Blech,[]
Ensemble vocal de Paris,[]
Jose Iturbi,[]
Paul Schöffler,['classical baritone']
Rosemarie,[]
The Goons,['british comedy']
Maurice Delage,[]
Anita Ellis,['vintage hollywood']
Symposium Musicum,[]
Boyd Neel String Orchestra,['string orchestra']
Robert Bowman,[]
Annelies Kupper,[]
Robert Massard,[]
Wiener Oktett,['chamber ensemble']
Don Walker,[]
Piero Campolonghi,['italian baritone']
Maria Schober,[]
Antonio Cassinelli,[]
Arja Koriseva,"['classic finnish pop', 'classic iskelma', 'finnish pop', 'iskelma']"
Günther Treptow,[]
Katharina Thalbach,[]
Robert Whitney,[]
K.C. Douglas,[]
Ilva Ligabue,['italian soprano']
Charles Lecocq,"['french opera', 'french romanticism', 'operetta']"
Bernard Richards,[]
Varalakshmi,[]
John MacLeod,[]
Moscow Youth Orchestra,['youth orchestra']
Piero Farulli,[]
Frank Luther,[]
Jacqueline Bonneau,[]
Paolo Borciani,[]
Len Stevens,[]
Charles Penrose,['music hall']
Children,[]
Otto Dobrindt,['light music']
Antonietta Stella,"['classical soprano', 'italian soprano', 'opera']"
Daniel Lopez,[]
Franco Rossi,[]
Licia Albanese,"['classical soprano', 'italian soprano']"
Phil Napoleon And His Orchestra,[]
Hermann Necke,['german romanticism']
Sumitra Sen,"['bangla', 'bengali folk', 'rabindra sangeet']"
Jaakko Ryhänen,[]
James Lord Pierpont,[]
Stuart Foster,[]
Grant Johannesen,['american classical piano']
Pekka Juhani Hannikainen,['finnish classical']
Franco Patané,[]
Elisa Pegreffi,[]
Franz Klarwein,[]
Norman Scott,[]
Nicola Moscona,[]
Boyd Neel,[]
Orchestra di Roma della RAI,[]
Covent Garden,[]
Wallace House,[]
Giuseppe De Luca,['vintage italian soundtrack']
Johnny London,[]
Orchestre de la Société des Concerts du Conservatoire de Paris,[]
Vincente Escudero,[]
Albino Gaggi,[]
Kuen,[]
Saritha,[]
The Enoch Light Brigade,[]
Erich Kunz/Irmgard Seefried/George London/Elisabeth Schwarzkopf/Wiener Philharmoniker/Herbert von Karajan,[]
Paris '90 Orchestra,[]
Tomas et ses Merry Boys,[]
Mony Dalmès,[]
Śrī Tārāpadă Kundu,[]
Mahesh Kumar,[]
Philipp Matheis,[]
Kauko Käyhkö,"['classic finnish pop', 'classic iskelma']"
Bartholomeo Campagnoli,[]
Savannah Churchill,['rhythm and blues']
Solange Michel,[]
William Wernigk,[]
Tulshiram Buva Dixit,[]
Dětský sbor JITRO,[]
Alfredo Colella,[]
Anny Gould,[]
Ted Morgan,[]
Jean Giraudeau,[]
Erich Kunz/Irmgard Seefried/George London/Elisabeth Schwarzkopf/Sena Jurinac/Marjan Russ/Elisabeth Höngen/Erich Majkut/Rosl Schwaiger/Wilhelm Felden/Anny Felbermayer/Hilde Czeska/Chor der Wiener Staatsoper/Wiener Philharmoniker/Herbert von,[]
Taru Valjakka,[]
A. Rabagliati,['vintage italian pop']
Kristine Akselsen,[]
Kanchana,[]
Karel Kalas,[]
Hubert Rostaing et son Orchestre,[]
Rosl Schwaiger/Wiener Philharmoniker/Herbert von Karajan,[]
Farrold Stevens,[]
Gerry Mulligan Band,[]
Eliane Embrun,[]
Guido Agosti,[]
Erich Kunz/Wiener Philharmoniker/Herbert von Karajan,[]
Leopold Stokowski Orchestra,[]
Don Lang & His Frantic Five,[]
Minal Bagh,[]
Jim Apostolou,[]
Erich Kunz/Irmgard Seefried/George London/Elisabeth Schwarzkopf/Marjan Russ/Elisabeth Höngen/Erich Majkut/Wiener Philharmoniker/Herbert von Karajan,[]
Hans Beirer,[]
Max Gilbert,[]
Václav Bednář,[]
Jerry Gray and His Orchestra,[]
August Seider,[]
Ramani,[]
Sena Jurinac/Wiener Philharmoniker/Herbert von Karajan,[]
Angela Vercelli,[]
The Stargazers,[]
